"AAV","APC","APA","ATW","BTE","BXE","BBG","BCEI","COG","CPE","CNQ","CVE","CGG","CHK","XEC","CEO","CIE","CRK","CXO","CLR","CPG","DNR","DVN","DO","EC","ECA","EGN","ERF","E","ESV","EOG","EQT","XCO","GPRK","HP","IO","KOS","LPI","MRO","MTDR","MUR","NBR","NFX","OAS","OXY","PACD","PHX","PKD","PBA","PGH","PWE","PZE","PTR","PBR","PQ","PES","PXD","PDS","QEP","RRC","REN","RDC","SN","SSL","SDRL","SM","SWN","TTI","TPL","TOT","RIG","UNT","EGY","VET","WTI","WLL","WPX","AXAS","AREX","CRZO","DWSN","DMLP","EVEP","GPOR","ISRL","LGCY","MCEP","PTEN","PDCE","PNRG","REXX","TELL","TGA","ZN"
0.220268609228611,0.0298853425499096,0.0509416263585423,0.0816025606106362,0.0431721718652086,0.356674943938732,-0.0158106060266423,0.032814560296554,0.0901510969942975,0.294994719298068,0.00723019159316347,-0.0885043818182191,0.240780692800317,-0.139657672524691,0.0608981822065966,0.077642301633381,0.115831815525122,0.252413933614323,-0.0175642682567616,-0.0202476602293518,0.0420680586348735,0.196710294246054,0.0216650522039993,-0.0355105096480898,0.0254404998438388,0.0640788566845224,0.0190541451026386,0.0321312781827932,0.0947736991047626,-0.136184184711809,0.00772031806642773,0.0696553781138676,0.0538027059929764,0.135843532382902,0.118603533222274,0.0132452267500207,0.0236630759300167,0.195653962532553,0.0462807525640062,0.00462749553204828,0.125005953501095,0.107009893174852,0.103579212146835,0.064119906745077,-0.0268574541698828,0.0890113776562968,-0.0354836740268612,0.131222456018044,0.027007201411311,0.214147988405632,0.304321391455746,0.176486633769321,0.0693796438762248,0.098180055650655,-0.00341880674878561,0.25077751551633,0.0131333351169505,0.177407541991526,0.0604500560483386,0.0682866211423052,0.372979652963676,0.0229357116807339,0.184712472457728,-0.017685129677182,0.0709772452002489,0.249138020845538,0.0116303697176208,0.18938159620468,0.18527406677013,0.04033264941734,-0.0104842156755992,0.0252002725346233,-0.135079780030652,0.0154058325599264,0.165380444105137,0.119484156587301,0.0111941467431525,0.0299523222833511,0.209332507954501,0.0537404086243864,-0.135437970895104,0.00165084643352499,0.0781754986077815,0.174103940602996,-0.079742474990954,0.168161416896857,0.124728926707496,0.0848723387408802,0.117734662213394,0.0714967318983047,0.325108477970898,0.0500104205746612,0.00343053509678922,0.267479365134261
0.0283841193174352,-0.0170023252816637,-0.087398063916144,-0.0981843481939171,-0.0329939669494525,-0.176819479639971,-0.190321599461031,-0.0888007996188079,0.0181108657693573,0.0202846711715057,0.0521334216562297,-0.0239988105273881,-0.226646181865412,-0.163789308665027,0.0481473957263407,-0.0145599660174716,-0.0845286660140735,-0.376093029795834,0.0622866302068682,-0.0186030773204808,-0.102850654175341,-0.141728159828701,-0.0210015922360565,-0.127400280352362,-0.0939952552230157,-0.157348635862575,0.0208213278135855,0.00197433430371783,-0.0740460558439142,-0.149597649638483,0.0217196124098018,0.0376243049730337,-0.137621377876048,-0.122702738821844,0.0149488464217775,-0.0494482754139814,-0.126872100534546,0.0889653203886822,-0.0648735856406222,0.0119322205069703,-0.088065899469141,0.0635134057223259,0.0604999501924254,-0.00770581746498557,-0.0647097393556078,0.0664254759817056,-0.0210007718010553,0.121730645304682,-0.00755195533793279,-0.104691395525802,-0.202322223500624,0.161744102718879,-0.0453544642892349,-0.0981800556506549,-0.238674493345086,0.0186225120980019,0.069578415557132,0.040230686727329,-0.0297683213958534,0.049232229583091,-0.630969935608054,-0.199026718724052,-0.0295364144324518,-0.0678563073152991,-0.209575990980372,0.0630947753984969,-0.0783495644972796,0.0345713440650887,0.04072132072484,-0.0769088329148134,-0.0948762999822271,-0.0875473305531512,-0.680826696171905,-0.0554670815128725,-0.155547523188898,-0.0905917988889174,0.0138187367075961,0.0635134057223259,-0.159555514084915,0.0423757353581624,-0.204707671092418,-0.0642911290611023,-0.128643246023608,0.00218055036247982,0.0225089888939226,-0.127833371509885,-0.0992266338965601,0.00533904097942033,0.0446536536176518,-0.095140241831276,-0.275511536831526,-0.474893614539927,0.192543110865493,-0.119059360015988
0.143971111613794,0.127809219545725,0.125543332175834,0.171831533315249,0.209378358181468,0.256331542567705,0.334749583309767,0.111182948409259,0.135645647714603,0.179640590040697,0.079466432649132,0.108790644989423,0.22244155058338,0.107688312709373,0.0777877493246794,0.188565829266484,0.128470787870572,0.408262312729226,0.0886060330758573,0.186624931868218,0.155556520687593,0.189383893927521,0.123093254203732,0.222620831666718,0.117637018280056,0.242506444202882,0.0754166392847542,0.218002151813791,0.1046957469295,0.258303605159164,0.0762013499867654,0.0818696664816102,0.11839001594816,0.345384289665836,0.135787549861649,0.0494482754139813,0.212211702267163,0.191988383534414,0.174889436474151,0.234754712241888,0.0214422820748272,0.201669197791741,0.111780445102039,0.232383432255555,0.0928164129259224,0.182749914050451,0.141583776345921,0.0718541037679835,0.0948506473704815,0.116667586572518,0.403442862727397,0.0345358063257827,0.147771751116486,0.457867050059379,0.152907671587661,0.318118216939913,0.055144958384243,0.136877523096293,0.0761613609655639,0.199971688024211,0.787812407101024,0.179399920485466,0.121448697661372,0.167573700159399,0.336472236621213,0.114854775877295,0.189554213909257,0.155536681435135,0.0399904441835752,0.0856344057724154,0.249115542002343,0.219276182746967,0.00813012608325031,0.134540863925472,0.229775134033915,0.204458745624544,0.229527521924133,0.156346070390694,0.285783457869676,0.115520211090263,0.287096420897706,0.00613767818920715,0.277313424558849,0.063912099753395,-0.018047411831721,0.245036528924447,0.166915724234028,0.174033847279461,0.0487549162887073,0.0166824999599361,0.295714244149045,0.0755075525081453,0.251000505817176,0.149212398186676
-0.146270418401952,-0.0486940888463049,-0.228449988018817,-0.239925028276213,-0.602398678939015,-0.178038895001954,-0.413647503263104,-0.848760116176906,-0.187025054945894,-0.24072508936401,-0.10798217863737,-0.0935628004281113,-0.147794114072423,-0.254516890506766,-0.0577505038549257,-0.145928747856771,-0.230638094727996,-0.971860583028966,-0.0662614167308568,-0.238057228995881,-0.299470028203823,-0.478847654042188,-0.18545303063935,-0.161994874209342,-0.160834606596146,-0.37288021231723,-0.212946813293695,-0.344238378897724,-0.0164356207482753,-0.295043331562127,-0.125940143770098,-0.0567824304944737,-0.710241613919245,-0.203735651297771,-0.198527139492117,-0.303380981994885,-0.157715745991754,-0.383840518662606,-0.233654514047152,-0.126470664053949,-0.237255162407989,-0.217442577075979,-0.0967231376922277,-0.498286274513255,-0.102407441675086,-0.22314355131421,-0.149329069714788,-0.267800701897952,-0.1046727577215,-0.442279081230881,-0.248016816059349,-0.00450789643918993,-0.11887785007056,-0.285842145529774,-0.353793097563844,-0.54941562103586,-0.0898668057176085,-0.277810323972627,-0.287862171506748,-0.22730367095612,-0.43381346311242,-0.203094811320391,-0.290406869777966,-0.0721587750617215,-0.148845627597565,-0.218438678238217,-0.200524057145296,-0.29292042911337,-0.140466603136765,0.00243753929343835,-0.195308752320766,-0.318131143037671,-0.483174092435481,-0.248407929554148,-0.374030099500005,-0.49458910471835,-0.344648897058458,-0.450533393509871,-0.565839494643779,-0.25570492744678,-0.129285101743072,-0.225600986287965,-0.150802543647644,-0.205901744879704,-0.00661507882389217,-0.092862768758094,-0.471604910612709,-0.132772609675908,-0.133211852759206,0,-0.914503421300059,1.81528996663825,-0.298601962565803,-0.081789433008478
0.0217399866364058,-0.0379679675682843,-0.0136116261818386,-0.0847412284550907,-0.39091728098358,-0.0418909417091601,-0.0376726162991702,-0.02069931601315,-0.100023103063105,0.338000120799266,-0.0815820378558876,-0.00757318593711958,-0.0390594358365864,-0.103309758722749,0.0595619344743263,0.020737419612666,0.0381725735050298,0.884029869655934,0.0149034055025749,-0.0399992262326948,-0.172097323018095,0.0966936248024711,-0.14709348751726,0.0771297605561338,-0.0744486992686745,-0.0199607425625379,-0.0597192347016223,0.0175024356497728,-0.0500910099024802,0.0882671221881731,0.0144053938010838,0.0125429975718026,0.370373788296894,-0.163283163390531,0.0217567468342884,-0.418204133885594,-0.0281708769666963,0.173139114624945,-0.19487021516171,0.0391683356511524,-0.0561363863714106,-0.00604753462984662,0.0157340613490315,0.147452731143131,0.0392481070362289,-0.113328685307003,-0.0146978338356927,0.282748663333825,-0.0471586323146667,-0.0915671935254905,-0.561469356584746,-0.166780299582743,-0.163613613808645,-0.14877300859314,0.0353393664453089,-0.100514958024303,-0.029702379638291,-0.0565807464447617,0.0114614435190066,-0.0184715359605447,-0.224742272677907,0.0420516502556293,-0.129446975782298,-0.0511711868106237,-0.102745158291843,-0.0100312621021162,-0.135684245985624,0.479673115274224,-0.0961747320698609,-0.0604217614850769,0.0706004273440445,-0.260844892182293,0.298981627705714,0.0272304923296016,-0.0545094056683718,-0.0582786690305689,-0.174079751898851,0.0365575957337977,-0.418401899138884,-0.045608762849,0.114279461125201,-0.108163372493904,-0.0949033449736525,0.0895772723319939,-0.0455862001674121,-0.182065507631117,-0.0905140075408319,-0.0122101639069314,0.179477616021826,-0.0180185055026784,0.43189836517632,-0.405465108108164,0.141523022959457,-0.166537689092693
-0.0572640271895742,-0.110223463655042,0.042577295852407,-0.0413256460040823,0.0266682470821613,-0.0184620628397353,0.254276043385609,0.400178752185016,-0.14232164122114,0.0892170839495777,0.0413386568928954,-0.00740494800657768,-0.171518368986296,-0.302280871872934,0.00809857640416273,-0.0252095477265248,-0.0398989091779196,0.0992549580953411,-0.0574375740264133,0.0681077851332578,-0.0442516892099345,0.0442060925044957,0.0928572029847058,0.129562258417018,-0.105122108218385,0.0889753710742897,0.0194147787546029,0.0496996685522725,-0.00955470360247817,0.0290390775087599,-0.0285936304295013,-0.14381129841983,0.125688215163497,0.206336432997829,0.0345825590006223,0.409660499338267,-0.0162605208717804,-0.0527614539465512,-0.0484909706297804,-0.000389029376624114,0.00526224683881287,0.0069479187687969,-0.049213244449003,-0.0121108746699088,0.013988105252973,-0.199976492032675,0.0294848482936905,-0.0392207131532813,-0.091654449753459,-0.140772553881082,-0.108213584640233,-0.0726391836399717,-0.0991200480093913,-0.022798914964806,-0.417817876075165,0.0909717782057266,0.0540058145968863,0.0872223252026258,0.0217538968736453,-0.0630503604917639,0.546767645457574,0.0324947360161478,-0.173953307123438,-0.145687423614174,-0.0621714125347335,-0.127084027151104,-0.203189969228703,0.324102703773284,0.00280018850881315,0.0249808239878407,-0.0974603102728426,0.359762954627309,0.108074221529423,-0.163036670488539,0.140028644603703,-0.0426857926078015,0.223726471762077,-0.186102279633861,-0.0566600335654913,0.0705330082793456,0.309744587715398,-0.0851885662143251,-0.476429927691264,-0.18120632723631,-0.0320883145515005,-0.245958229080381,0.142770756164496,0.0855552019913492,-0.0659316023937444,-0.217520293759848,-0.500554073444161,-0.0186921330121525,-0.297534368894793,-0.0202027073175195
-0.0348197651592279,-0.209464581547377,-0.100672232265441,-0.439735875855455,-0.254737916732427,-0.285613819387722,-0.468730554598937,-0.476858637769985,-0.062451834497367,-0.129175396251181,-0.103067462600788,-0.159344323657002,-0.200021133893356,-0.157952965776997,-0.286394602711401,-0.0601398498470533,-0.311018752631017,-0.30622565016395,-0.164283471282465,-0.457193468850195,-0.112715376486797,-0.605235308237065,-0.363122861367651,-0.070003419163425,-0.179702819432616,-0.493785385808224,-0.36911252320303,-0.369747025506085,-0.080249191258825,-0.106529422862808,-0.164290209127885,-0.0931628888419496,-0.0239055208535545,-0.2708749541354,-0.0841282955520522,-0.101910863835677,-0.254940325396209,-0.309654177166686,-0.329869298241505,-0.262325354718649,-0.241416558313458,-0.172283090447097,-0.161320422877767,-0.444059385659419,-0.111568098201499,-0.444380524357838,-0.158208912128282,-0.412764410589776,-0.0519364698587969,-0.163887855105117,-0.22314355131421,-0.0527362960809432,-0.0822100126883891,-0.103731282200733,-0.388657989791783,-0.153492135187061,-0.143658990607282,-0.0897571808058139,-0.164755233076055,-0.149554308098757,0.0689928714869514,-0.181829793813796,-0.148500008318444,-0.035888142843059,-0.584174774585717,-0.401387630491508,-0.236832827805097,-0.214596490735751,-0.137381289697055,-0.0954112971510919,-0.148364296363628,-0.392817152864926,-0.247836163904581,-0.0978526674578844,-0.484508315448617,-0.559010277774627,-0.401974703168396,-0.219362828474304,-0.192236013851133,-0.311236155602038,-0.247130994987411,-0.293981702709495,-0.216717252868681,-0.0340100792282203,-0.0296751133532455,-0.578217213885968,-0.714840005171205,-0.0728756861074567,-0.0566274873607926,-0.00938974034983903,-0.266020575670601,0.0370412716803491,-0.115310846510994,-0.0523679855173159
0.072137528166423,-0.217345243769163,-0.0443699947505139,-0.512129830015415,-0.424157241120317,0.0325231917055601,-0.0603066062309911,-0.614711368272712,0.159546738505013,-0.196814564096521,-0.0264577976480506,-0.0264969335351237,-1.01966908632799,-0.283247475383915,0.0397025496479506,-0.0272898702638575,-0.354032934475894,-0.0663226429310725,0.0241513946265899,-0.0848774105603804,-0.0483610716934212,-0.258411690151668,-0.137109213972407,-0.126649238748668,-0.0848091609302364,-0.152514821454933,-0.150295390268285,-0.0759089631853245,-0.0289381894923546,-0.453378463804062,0.00324377972884392,0.169191420293999,-0.0411580724935076,0.287682072451781,-0.0527194423093216,-0.112005058376495,-0.129145420681268,-0.029208425583056,-0.257688951858342,-0.209703670561064,-0.135250973980008,-0.145182009844498,-0.113377826563555,-0.32032114529333,0.0178837953076862,-0.751735187209488,-0.11322968030717,-0.28402576124867,0.044052066334648,0.128381166648207,-0.140357357694922,0.0797649684688626,-0.0705841004473792,-0.214460428740749,-0.0618754037180875,-0.459916427712335,-0.0114708673646229,-0.147405291687727,-0.0442482554643418,0.183269231677037,-0.291520848758947,-0.29261061865293,-0.174463878277977,-0.0310513398320505,-0.493281314115081,-0.340958377913356,0.223424805710664,-0.194631051265244,-0.0713033820559248,-0.014114718478601,-0.172355230931229,-0.15674968272653,-0.126413924855659,-0.013726796874462,-0.169418151958047,-0.250255666932664,-0.0573633948799203,0.0727593542824281,-0.355123353247313,-0.0864583306118134,-0.0843873922775474,0.0805870100080352,-0.039932710335371,0.184557557319019,-0.119506050938405,-0.289588650722363,0.0173917427118692,-0.0475310102869094,0.0633318173423301,-0.281412459438185,-0.34584939843381,0.296731907971699,-0.22314355131421,-0.0108109161042156
-0.0522767104964875,0.0264500244790161,-0.0260629946072106,0.159891300358291,0.168939988098123,0.0307716586667537,-0.106767975425706,-0.268849124118689,0.0712431537216875,-0.014147008708739,0.03599530086605,-0.0872525442402862,-0.182415687730156,-0.0023337233462201,0.0258078839558725,0.0427758781497696,-0.513806251904129,0.241162056816888,-0.0172066919235742,0.0735473911733135,-0.0714808020962064,-0.11063903881829,0.00442356264598641,-0.0594392286230652,0.0873918221150098,-0.0215881399736347,0.0123136273588144,0.188734771628668,0.0605280267910037,-0.0183678633313872,0.0250043370284946,0.0554960545014556,0.367724780125317,0.303186258987746,0.0933011758174787,-0.112238891973071,-0.0518436016563224,-0.144562878672105,0.13839711800924,-0.137563656152461,0.0268129691946757,0.0668629452291267,0.0803256811608089,-0.0722708620228318,0.00158940430810684,0.250523288999135,0.0360344330118825,0.040094457201878,0.0335152012055505,0.0501497836854715,0.744819191104266,0.00638979809877099,-0.00879513145282718,0.240400538820955,0.134819222808951,0.253490707703502,-0.0585022187719221,0.11801891252975,-0.0551711882037182,0.0128311570258881,-0.0428401586764922,0.04221499903077,-0.104793782857166,-0.107901532326386,0.0474022388945841,-0.154785398985349,-0.0830953994635638,0.152320853150182,-0.00797287554260251,-0.00869390696413387,0.194336254160272,0.107791345481375,-0.0186921330121525,-0.0388338472458497,0.0948792381902435,-0.287952014415898,-0.100083458556982,0,-0.240141127682781,-0.0713146742481091,0.121162974348036,0.104436301174295,-0.172080062741758,0.0167745868828808,-0.161850012813767,-0.397200598258271,-0.447736828469984,0.135946528643484,-0.00760854439960871,0.0263480307555084,-0.114410351177744,-0.0968498259899178,0.0795874379183475,-0.128121099896275
0.127475525737592,0.0237532043484357,-0.0586282325978384,-0.158954532139904,-0.212834181655349,-0.140772553881082,-0.0679873409849327,-0.921278273385194,-0.0424582716267151,0.014147008708739,-0.0196534331066922,0.0341427189263377,-3.39094232234345,0.236142805857849,0.00584943591481897,-0.0348535584337695,0.106106505994548,-0.0192313619278876,0.0405033389088007,-0.0273192090656788,-0.0763026132355177,-0.213441465507759,0.0544881852840698,-0.0684645629424806,-0.111656444114641,0.0328312315478151,-0.0173662696868915,-0.0957669050920085,-0.0539813585646893,-0.0572189960348602,-0.020834086902842,-0.0608345108182146,0.0597192347016221,0.0451204352804696,-0.079980640976644,-0.217940417702588,0.0181823190831903,-0.0448855832361775,-0.0957099932300545,0.0631170567901937,-0.146255420389189,-0.110348057168865,-0.0201195629835271,-0.206158004948466,-0.01104542469111,-0.41241440640137,-0.0187713655881017,-0.101003210288871,-0.0406984029490429,-0.20430046351273,-0.0902868466721004,-0.01120908453472,0.00338061613944977,0.192511547699704,-0.0304901667577873,-0.378653850657508,0.0724390791215547,-0.216092993317543,0.0318195976729709,-0.0678510638319359,0.83860215341965,-0.147378644917314,-0.107566283056016,-0.0159824996557621,-0.0870113769896298,0.00480326066651131,0.147542475308218,-0.0581747210369558,-0.0526517462738324,0,-0.0787119422871605,-0.21897487444199,-0.220787837621751,0.0460627943890012,-0.153432546941817,-0.228286342456843,0.0704955013714864,0.0262023723940241,-0.235119742360925,-0.0889150516555315,-0.0898038948613033,0.034756479694296,0.0634462217389623,-0.0719448524862203,-0.0390505148718731,0.0656952592653947,-0.25205489480863,-0.0948881300430833,-0.0505535649486618,-0.00461894585629453,-0.0183491386681964,0.0813456394539524,-0.115735952034659,0.0142859572474764
0.0728698606780984,-0.01963025997733,-0.0548082364949949,-0.301510074059073,-0.0392207131532813,-0.072320661579626,0.106365036083832,0.242946178610389,-0.00162271840881889,0.244855216158411,0.0267639995881212,0.0104348772925795,0.0182805256797308,0.158358997453045,0.09650623448094,-0.00249501127434305,-0.216454563163413,0.511310942872823,0.039468421849123,0.0850419777771251,0.0316205287888457,0.0602188599930549,0.123917669167065,-0.207097799641802,0.0356154816683205,0.169821394029723,0.193584749072665,0.153432546941818,-0.0171113092400105,-0.189105694860835,0.0798355494133015,-0.0188423418804557,-0.302280871872934,0.0203791623366523,-0.024668407622704,0.153294881743362,0.112362968187044,0.203388827062278,0.0963759939206726,0.084518942015871,-0.0262249562810669,0.0993424433322632,0.0013847221229467,0.221036068974645,0.0279738520424059,-0.420217746583203,0.0558671703291324,0.0379192348622937,0.0347479721684122,-0.0408219945202552,0.22471711576164,-0.0113361537863364,-0.0311477381798981,0.0516388567937999,0,0.0555698511548108,0.0965564181983092,-0.0357606638790981,0.0482667409698346,-0.0441248049089381,0.900741056676231,-0.201400036899193,0.303719967547029,-0.0550668464940878,-0.208935205312045,0.333783141647037,-0.0470427206451605,0.00663352349563388,0.0992795640918237,-0.00730311018497627,-0.124859882906193,0.312764852819244,0.220787837621751,0.0806889112501427,-0.151641268221833,-0.0109141601806785,0.183322057127538,0.18805223150294,0.693147180559945,0.154760250099105,-0.0327450810946104,-0.00268276485518137,-0.0333364202675918,-0.0169877546813033,-0.00888894741724593,-0.309104508039188,0.470003629245735,0.00514404426490895,0.192554457686758,-0.0315780352883106,-0.11086259281181,1.4578880143069,0.126605624271563,-0.00711746776886399
-0.0406442009381351,-0.0638653470966667,-0.0712096459815435,-0.130085093980935,-0.0988458346366326,0.0682082500265336,-0.0688644110846937,-0.0816780310142672,-0.211582728913134,-0.189480881671754,-0.0103530336499025,0.00485943337374665,0.0145987994211526,-0.129211731480006,-0.0397775400287582,-0.00801687033697299,-0.276986783335033,0.244894797246572,-0.0788178786629588,-0.0604923172511331,-0.101999167955121,-0.301188771291146,-0.151999289086339,-0.0657127859366073,-0.00802296567099947,-0.0930205394222505,-0.140984102630258,0.0472288836024795,0.00724765899047481,-0.083381608939051,-0.0672513278624127,-0.0955856239597642,0.00930239266231363,0.292939313249752,-0.064281001054534,-0.14929630136246,-0.207279415167303,-0.0790096497304228,-0.18194212214702,-0.109752507345843,-0.161358612214238,-0.0216134764205372,-0.0683192439774772,-0.0893125087330736,-0.000137145992123371,-0.142721984003636,0.0264580589630215,-0.0815799869924229,0.00980079717042751,-0.0190481949706945,-0.129592829045594,0.00907721815111668,0.0138261326842124,0.223786431439212,0.069763287549711,-0.129297088485734,-0.0363656491802962,0.062592849641484,-0.194997565139166,-0.136965855073157,-0.00615860299120698,-0.13315453187011,-0.32768740706548,0.00693054023389391,-0.106767975425706,-0.137315481725405,-0.286719145078387,-0.114311164508351,0.102942519240407,0.000838223016388429,-0.103694195755497,-0.0823302683831272,-0.163151640686234,0.0138428255074153,-0.193750252617577,-0.0589098457460638,-0.194372652223434,-0.0423023796906893,-0.170556715214368,-0.182912573359621,-0.152622795649205,-0.0370167840833157,-0.25489224962879,-0.15846676539937,0.140699882103135,0.169899036795397,-0.178163546645291,0.00490524952345214,-0.0893186214001902,-0.110882699578743,-0.247408173313841,-0.0954923457580119,-0.0791970416611932,-0.0438026226583928
0.071458963982145,0.151310657701264,0.103256757571369,0.214984537767421,0.108213584640233,-0.128832871842968,0.409950857379422,0.0618754037180875,0.0576904136396961,0.305989219896137,0.0629407458472204,0.0682539096945958,-0.582082142872477,0.23934552589049,0.0655640927901045,0.0535301913682993,0.361979996168426,-0.031220017361214,0.119269946741926,0.170633534926707,0.0673136099672315,0.458430643688077,0.243365260826483,0.0909454114173319,-0.0150727491236498,0.278203328497237,0.213643149150149,0.253626568039286,-0.0410656051170877,0.211309093667207,0.125592419629411,0.0599827046017104,-0.0474022388945839,0.0567838118501775,0.181238204638217,0.22652764929845,0.0171269647928006,0.293745865208659,0.314999018914478,0.200045265458651,0.270625959939609,0.302280871872934,0.108017735999017,0.355625776023331,-0.0214883155465849,0.0922061938667336,0.308301359654517,0.0723206615796261,-0.0448803920715396,-0.0259754864032607,0.0901510969942975,-0.334967345441793,0.0406507115810937,-0.0710147451653466,0.121668857314703,0.342490308946776,0.0649852987614443,0.174802724379927,0.201631934969599,0.0403128385832136,0.258495787689571,0.294815573698547,0.277822004400785,-0.0313852601859206,0.269919616111941,0.16995478903247,0.0883739388162755,-0.00367647472930875,0.113989493549296,-0.00167714924008807,0.294423088385425,0.349645038010474,-0.0256424306133377,0.0320668757966627,0.153164972502499,0.394073609822069,0.358331030433712,0.259511195485085,0.208297043197215,0.224384282914102,0.181048482147156,0.114410351177744,0.00536194314138537,0.0634751189287126,0.204215541428691,0.182321556793955,0.0326559629740527,0.170913313168433,0.193858639492126,-0.0133090979856314,-0.00660068403135191,0.167516441148247,-0.0392207131532814,-0.0150378773645406
-0.071458963982145,0.00835258312215203,-0.0383295258449449,0.327827305250918,0.12885848692513,0.161268147596122,-0.112203998311501,0.0198026272961797,0.0545429813058922,-0.137751493028141,-0.0575939804754622,-0.0215765153590113,-0.0354326749946496,0.00285306898240648,-0.0144644204915665,-0.0657176417712292,-0.101253733705173,0.0403990721202105,-0.0756474028684879,-0.118257204253754,0.0638029565586172,-0.0268112574506567,-0.0566108586600851,-0.0201349084090559,0.055664567558184,-0.0706949995574819,-0.07352567279824,0.0904695936925868,0.144222870090197,0.0061919702479212,-0.0139477754694447,-0.0691151881649829,-0.168820869575052,-0.0887500039126701,0.0228693403613164,-0.209720530982069,0.279630880488423,-0.122955866377436,-0.0424151788007215,-0.0335909444360354,-0.0855379716840304,0.0184620628397354,-0.11023749273733,0.0112920495777657,-0.00182341028149145,0.0505157901369017,-0.0395472970882546,0.190043602887865,0.0629221185566987,-0.0680534632450158,0.0170944333593,0.39061859999117,0.0438228743873849,-0.072481668100738,-0.235752544545075,0.314810739840033,-0.0591371660228231,0.0279087881170767,-0.065692119474034,-0.0235846421933575,0.205456752052927,0.0583112594707549,0.0711308934440372,0.0698926915836578,0.200670695462151,-0.144993868989156,-0.0478214705090762,-0.0785092002422063,-0.00181793747885923,0.0671447526813544,0.133337575393564,0.100534072280897,0.300585477287689,0.0389267084755408,0.494118791264265,-0.0165020246363879,-0.0644527247323879,0.201968554177751,-0.0466556916407993,-0.125399354127893,0.0239155513965579,0.0526437334854221,0.111225635110224,-0.171558357143511,0.0541342656201383,0.099090902644231,0.04322873455082,0.00933016658260424,-0.0254383573450938,0.0474022388945839,0.0389659685333837,0.645415777738755,-0.0348872590004407,0.037179003241754
-0.0645385211375712,-0.0727702088930599,-0.128814065600549,-0.145824691649161,-0.0970617128431312,-0.0881072675102668,-0.172900426482337,-0.307826638544248,0.0193643671817912,-0.191261926625307,-0.0515893146583941,-0.0738258289924111,-0.124052648669979,-0.168464522132528,-0.0727719134412998,-0.0584167375354626,-0.322287601629256,-0.284207526660386,-0.0514291854936869,-0.0717030599130574,-0.058217495563876,-0.212011710945366,-0.0490537035042028,0.0276959303892574,-0.041265355201426,-0.139370169598355,-0.0261317623478272,-0.0135289549403195,0.000970089000895169,-0.114354852662315,-0.0462387849676476,-0.0122802738072683,-0.179340928655817,0.0858226191014859,-0.0399967308719317,-0.0807613566444585,-0.0631124233100563,0.0204535983509569,-0.0458095360312942,-0.0897427217132374,-0.0216791707147789,-0.104335400242581,-0.0946616875260923,0.00141342779714694,-0.0333064089383127,-0.219362828474304,-0.110423817614373,-0.29423947299794,0.0410670467240493,-0.0661398025045451,-0.017699577099401,-0.0136341912758036,-0.0454243416409361,-0.0176995770994009,-0.0995847054294366,-0.182321556793955,0.0313515573772241,-0.096729626458551,-0.237000585975636,-0.157764706167815,0.0121030221712436,0.0110988930680488,-0.142404949388512,-0.0515400904471176,-0.0663226429310726,-0.213277598239879,-0.182099605844203,-0.0995530389826732,-0.0617373753657727,-0.0117379244824884,-0.0107953549293467,0.0429121163852411,-0.0436750635026614,-0.079820186507821,-0.144427983848736,-0.0218787213758072,-0.0768174764240878,-0.152802061955965,-0.204095356343515,-0.0828038691148645,-0.0255768417896497,-0.0532670291814874,-0.113944259349218,-0.186733187618369,-0.029998195885395,-0.0390505148718733,-0.0697146326153611,-0.0150919141852432,-0.089793910396223,-0.0452565915881208,-0.0723585985662959,0.403507339338528,-0.0302137785964966,-0.00766287274556914
-0.0544881852840697,-0.0837323015605656,-0.0549973633462267,-0.196482207663399,-0.124383719687736,-0.0519597389307111,-0.169654866363224,-0.841567185678219,-0.028421849486523,-0.105698296441311,-0.0284584624273117,-0.124219635394922,0.00283688133519954,-0.121578106624935,-0.0237975408621417,-0.0309412264649307,-0.306730267422475,-0.0545488588473167,-0.0131766612340851,-0.0685683531909132,-0.0878519250764389,-0.150282203049338,-0.0549331548340136,-0.147391210750499,-0.0195022432314411,-0.0901994361417656,-0.0460477853876409,-0.110203140133614,-0.0549502535243664,-0.126057397428981,-0.0531564225507407,-0.0496579710468198,-0.235314086934465,-0.0112045990128631,-0.0932992842784959,-0.120363682249875,-0.102694736005182,-0.126899809904817,-0.0606641795608575,-0.0928751477434209,-0.0880612458524666,-0.234299658555848,-0.064050967293844,-0.177564307021694,-0.0291453776122747,-0.266878944822018,-0.0131063475053005,-0.0588405000229335,0.00534676537175833,-0.0202027073175195,-0.131852131104803,0.022372297754533,-0.0418179396833216,-0.0727593542824283,-0.153542592243911,-0.27115277050057,-0.0737486795845283,-0.173042704898365,-0.0734424549920917,-0.0939708708934686,-0.0758230750038757,-0.101943169316305,-0.209091797858559,0.0373875320716204,-0.871838969303321,-0.0613794861719256,-0.0842334430958681,-0.200670695462151,0.0933096424077545,0.0147655010572267,-0.121101789645306,-0.117110662412195,0.083381608939051,-0.0635614814897444,-0.305897512343122,-0.130816868261235,-0.115451923593257,-0.0771590805466181,-0.192734145866415,-0.130644525854278,-0.100178124150843,-0.0116960397631912,0.0332256476283204,-0.0792673635757683,-0.0263799080857748,-0.0961839238529217,-0.0881627875946717,-0.114697565760229,-0.121257388212949,-0.22314355131421,-0.323787077093897,-0.155716182175023,-0.0662493855412007,0.0645385211375712
