"DepartmentGroupNumber","GroupSize","PercentMale","BAME","NumberTeamLeads","NumberFeMaleTeamLeads","Location","LondonorNot","Function","EMPsurvEngage_1","EMPsurvEngage_2","EMPsurvEngage_3","EMPsurvEngage_4","EMPsurvEngage_5","EMPsurvEngage_6","EMPsurvEngage_7","EMPsurvEngage_8","EMPsurvEngage_9","EMPsurvEngagement","EMPorgIntegrity1","EMPorgIntegrity2","EMPorgIntegrity3","EMPorgIntegrity4","EMPorgIntegrity5","EmpSurvOrgIntegrity","EMPsurvSUP1","EMPsurvSUP2","EMPsurvSUP3","EMPsurvSUP4","EmpSurvSupervisor"
13,30,25,0.04,4,0,2,1,2,100,100,97,77,100,83,97,80,97,92,80,93,100,67,13,70.6,80,70,60,67,69.25
25,17,58,0.04,2,1,1,1,1,88,76,76,65,88,41,82,41,47,67,76,82,88,88,25,71.8,82,82,76,76,79
31,14,75,0.04,2,1,1,1,1,93,93,93,79,86,86,86,79,93,87,86,100,100,93,31,82,93,100,100,93,96.5
43,57,65,0.04,8,2,1,1,1,95,93,91,70,95,64,96,77,88,85,67,86,98,93,43,77.4,84,89,89,88,87.5
55,19,87,0.04,3,1,1,1,1,58,53,56,32,74,21,53,53,16,46,32,53,79,53,55,54.4,63,68,58,53,60.5
59,20,24,0.04,3,0,1,1,2,95,100,95,95,100,80,95,90,100,94,95,95,90,90,59,85.8,100,85,90,100,93.75
76,28,85,0.04,4,1,1,1,1,57,71,68,71,68,63,68,54,52,64,57,68,75,68,76,68.8,61,79,61,61,65.5
83,42,48,0.04,6,0,1,1,1,71,81,67,71,81,69,67,76,60,71,50,64,88,76,83,72.2,88,74,81,90,83.25
97,70,67,0.04,10,1,3,2,1,94,84,86,69,91,61,96,74,76,81,63,89,91,86,97,85.2,89,87,81,87,86
104,45,65,0.04,6,2,3,2,1,93,89,89,82,91,67,98,33,75,80,51,73,89,58,104,75,84,87,80,76,81.75
117,13,52,0.04,2,1,3,2,1,85,77,92,69,100,62,85,69,69,79,77,85,100,77,117,91.2,85,85,85,85,85
123,65,88,0.04,9,1,2,1,1,80,78,85,63,80,74,49,71,62,71,32,72,88,78,123,78.6,80,68,75,78,75.25
128,30,65,0.04,4,1,2,1,2,76,80,87,60,87,50,80,60,70,72,72,93,93,87,128,94.6,93,87,86,90,89
139,34,87,0.04,5,0,2,1,1,100,97,91,97,100,94,97,71,79,92,62,91,88,82,139,92.4,76,82,79,79,79
156,44,57,0.04,6,0,3,2,1,98,93,89,70,95,75,91,75,84,86,75,89,93,91,156,100.8,89,84,84,80,84.25
162,36,2,0.04,5,0,3,2,2,75,89,81,56,97,53,92,64,72,75,75,75,83,86,162,96.2,83,83,67,67,75
170,39,61,0.04,6,0,3,2,1,95,95,85,90,95,77,90,59,82,85,85,95,97,77,170,104.8,85,90,77,85,84.25
181,35,52,0.04,5,0,1,1,1,97,94,89,66,97,60,97,80,83,85,57,89,97,94,181,103.6,83,89,91,89,88
193,26,88,0.04,4,1,3,2,1,88,65,73,73,81,73,81,46,69,72,58,77,92,81,193,100.2,85,81,73,69,77
199,56,65,0.04,8,0,3,2,2,84,79,91,57,89,46,93,89,73,78,68,93,91,96,199,109.4,95,100,93,95,95.75
219,48,65,0.04,7,0,3,2,1,90,92,96,73,98,67,94,92,75,86,62,90,96,46,219,102.6,83,71,77,85,79
232,47,45,0.04,7,0,3,2,1,96,96,94,77,94,66,94,94,89,89,68,89,98,81,232,113.6,74,81,81,87,80.75
235,33,61,0.04,5,2,3,2,2,100,85,84,82,88,67,88,61,67,80,64,94,97,88,235,115.6,88,79,76,82,81.25
256,50,65,0.04,7,2,3,2,1,96,90,90,74,90,76,86,72,80,84,74,76,84,78,256,113.6,86,72,76,84,79.5
257,47,58,0.04,7,0,2,1,2,79,66,49,36,72,64,83,32,30,57,40,68,87,72,257,104.8,68,74,60,66,67
266,39,65,0.04,6,0,2,1,1,82,69,62,59,72,49,69,36,46,60,54,87,90,77,266,114.8,85,77,67,77,76.5
278,69,75,0.04,10,2,2,1,1,96,96,91,75,99,78,90,54,80,84,51,90,97,86,278,120.4,77,74,75,74,75
281,45,24,0.04,6,0,3,2,2,91,100,98,84,100,78,93,61,96,89,71,91,96,84,281,124.6,93,82,89,93,89.25
298,36,56,0.04,5,0,3,2,1,86,100,97,69,94,81,89,78,92,87,75,81,72,72,298,119.6,92,94,94,89,92.25
309,67,86,0.04,10,0,1,1,1,81,61,43,64,73,63,88,57,52,65,69,70,63,79,309,118,66,52,55,64,59.25
313,62,65,0.04,9,0,2,1,2,82,74,61,84,95,68,98,76,66,78,63,82,68,84,313,122,92,81,71,90,83.5
314,65,75,0.04,9,1,2,1,1,89,68,48,63,83,45,95,69,49,68,46,65,62,78,314,113,77,66,72,72,71.75
329,18,57,0.04,3,2,1,1,1,67,61,56,94,83,72,89,78,56,73,72,67,78,83,329,125.8,61,94,56,67,69.5
335,11,65,0.04,2,0,1,1,1,100,100,100,64,100,91,100,45,73,86,73,100,100,91,335,139.8,91,73,82,64,77.5
337,53,57,0.04,8,3,1,1,2,87,92,91,79,91,79,92,62,81,84,66,87,87,98,337,135,79,85,83,83,82.5
357,18,75,0.04,3,0,1,1,2,94,89,89,89,83,78,94,61,78,84,89,100,94,89,357,145.8,89,94,100,100,95.75
360,27,100,0.04,4,0,2,1,1,70,63,59,78,59,41,63,56,44,59,30,70,70,56,360,117.2,85,85,93,78,85.25
372,56,65,0.04,8,1,1,1,1,98,86,84,68,98,63,80,43,61,76,59,91,98,88,372,141.6,77,88,79,71,78.75
380,19,65,0.04,3,2,3,2,1,84,58,63,53,79,58,79,53,58,65,63,58,74,74,380,129.8,74,68,68,63,68.25
391,13,45,0.04,2,0,1,1,2,69,77,77,85,92,62,85,31,62,71,77,85,85,77,391,143,77,46,85,69,69.25
398,30,65,0.04,4,0,3,2,1,97,90,93,73,100,67,97,77,93,87,73,93,97,97,398,151.6,80,83,90,90,85.75
416,38,45,0.04,5,1,3,2,2,95,89,92,55,95,58,89,71,82,81,71,92,95,84,416,151.6,92,97,95,95,94.75
426,64,50,0.04,9,0,3,2,2,97,98,95,75,97,72,98,86,89,90,72,95,97,94,426,156.8,94,95,97,98,96
431,35,84,0.04,5,1,2,1,1,100,97,97,71,94,77,97,86,83,89,51,77,80,86,431,145,74,86,77,94,82.75
443,36,65,0.04,5,2,2,1,2,94,97,97,83,97,72,94,78,89,89,72,97,100,89,443,160.2,91,97,94,86,92
456,21,65,0.04,3,0,2,1,1,95,100,95,71,100,81,100,71,81,88,81,90,90,86,456,160.6,71,71,67,57,66.5
465,12,24,0.04,2,0,3,2,2,100,100,100,100,100,92,100,92,92,97,92,92,100,92,465,168.2,100,100,100,92,98
488,11,65,0.04,2,1,3,2,2,100,91,91,82,100,64,91,55,82,84,73,100,100,100,488,172.2,91,100,100,91,95.5
511,37,76,0.04,5,0,3,2,1,92,89,86,73,95,78,95,68,73,83,69,84,81,84,511,165.8,89,86,92,92,89.75
521,21,75,0.04,3,1,1,1,1,100,95,90,76,100,90,86,62,81,87,76,95,90,95,521,175.4,100,90,90,90,92.5
523,23,65,0.04,3,1,3,2,1,87,87,96,78,100,91,100,61,83,87,74,87,91,83,523,171.6,91,87,87,96,90.25
524,24,36,0.04,3,1,3,2,2,96,100,100,96,100,96,92,88,96,96,87,100,100,96,524,181.4,92,92,87,96,91.75
534,40,75,0.04,6,0,3,2,1,88,90,90,80,95,70,93,80,83,85,80,88,90,83,534,175,95,93,92,98,94.5
551,15,33,0.04,2,0,3,2,2,93,100,93,87,93,87,100,80,93,92,60,100,100,93,551,180.8,87,93,100,80,90
554,18,50,0.04,3,0,3,2,1,89,89,100,83,100,78,94,83,89,90,83,94,100,94,554,185,83,89,83,94,87.25
560,34,35,0.04,5,1,3,2,2,85,100,97,74,100,79,100,76,91,89,82,94,91,97,560,184.8,88,97,85,91,90.25
596,52,61,0.04,7,0,2,1,2,94,94,92,69,90,56,94,73,96,84,69,73,63,87,596,177.6,88,90,88,83,87.25
601,57,56,0.04,8,0,2,1,1,91,88,93,72,86,61,95,72,86,83,79,81,72,89,601,184.4,82,91,82,81,84
616,20,75,0.04,3,0,2,1,1,100,90,90,90,95,95,90,75,90,91,75,85,85,95,616,191.2,80,85,80,85,82.5
621,52,25,0.04,7,0,3,2,2,90,88,87,79,94,75,90,75,81,84,65,76,76,83,621,184.2,82,86,81,81,82.5
627,23,100,0.04,3,0,3,2,1,91,83,83,65,91,61,83,65,74,77,74,83,91,78,627,190.6,78,87,83,78,81.5
639,33,96,0.04,5,2,1,1,1,82,91,85,61,73,55,66,58,79,72,58,73,67,67,639,180.8,55,61,58,55,57.25
649,14,49,0.04,2,0,2,1,2,93,100,100,79,100,86,100,50,100,90,79,100,93,79,649,200,86,64,71,64,71.25
661,67,75,0.04,10,2,2,1,1,100,96,90,88,97,91,96,85,89,92,70,90,91,87,661,199.8,82,82,88,90,85.5
670,30,98,0.04,4,NA,1,1,1,87,63,70,57,90,40,70,33,60,63,63,67,60,80,670,188,53,77,67,53,62.5
685,25,48,0.04,4,0,1,1,2,72,84,72,68,80,40,84,48,64,68,60,84,88,84,685,200.2,84,92,76,72,81
686,17,100,0.04,2,2,1,1,1,65,94,88,76,94,59,88,41,82,76,88,76,76,82,686,201.6,100,94,88,94,94
707,36,99,0.04,5,4,1,1,1,67,69,72,72,92,47,75,42,56,66,67,81,83,81,707,203.8,58,89,69,58,68.5
714,12,100,0.04,2,0,2,1,1,50,67,83,58,50,42,25,0,58,48,58,67,58,83,714,196,83,83,75,92,83.25
717,11,25,0.04,2,0,1,1,2,91,100,100,82,100,91,100,91,90,94,82,100,91,91,717,216.2,91,100,91,100,95.5
728,25,24,0.04,4,0,3,2,2,96,96,92,84,100,84,100,68,84,89,60,96,96,76,728,211.2,72,76,76,68,73
745,31,67,0.04,4,2,1,1,1,74,94,94,77,84,77,90,58,94,82,74,87,90,77,745,214.6,81,94,84,81,85
755,27,55,0.04,4,0,3,2,2,63,67,67,52,70,22,52,11,56,51,70,85,78,100,755,217.6,78,93,85,93,87.25
769,32,65,0.04,5,0,3,2,1,100,100,97,94,100,94,100,63,84,92,72,88,88,69,769,217.2,88,91,84,88,87.75
775,12,67,0.04,2,0,3,2,2,83,92,75,75,92,67,92,67,67,79,75,83,100,100,775,226.6,83,75,75,64,74.25
795,14,67,0.04,2,1,2,1,1,93,86,100,93,100,79,100,57,57,85,71,93,86,79,795,224.8,93,86,86,86,87.75
805,55,98,0.04,8,NA,2,1,1,75,76,64,75,87,47,84,47,60,68,62,75,76,73,805,218.2,82,84,76,67,77.25
819,40,45,0.04,6,2,2,1,2,78,80,88,83,95,63,93,45,73,77,60,90,90,90,819,229.8,67,95,72,69,75.75
831,25,52,0.04,4,2,3,2,1,84,88,96,80,92,76,96,72,88,86,80,92,80,88,831,234.2,84,100,88,72,86
838,45,45,0.04,6,0,3,2,2,87,89,91,78,89,71,78,82,89,84,78,89,87,98,838,238,91,91,93,89,91
863,47,67,0.04,7,0,3,2,1,96,94,89,79,98,74,91,70,87,87,83,98,94,89,863,245.4,89,98,94,96,94.25
875,31,65,0.04,4,2,1,1,2,81,84,84,61,81,39,71,39,71,68,61,81,71,87,875,235,77,94,77,68,79
885,10,15,0.04,1,1,3,2,2,80,60,60,70,70,30,80,50,50,61,90,90,70,100,885,247,70,90,80,70,77.5
891,14,82,0.04,2,1,3,2,1,71,100,100,71,93,64,86,36,93,79,79,64,64,86,891,236.8,86,86,86,79,84.25
918,18,75,0.04,3,0,3,2,1,72,56,56,61,72,56,83,56,56,63,61,83,78,94,918,246.8,83,94,72,67,79
923,24,5,0.04,3,3,3,2,2,96,100,96,83,100,83,96,83,83,91,79,100,96,92,923,258,88,92,92,92,91
6,25,54,0.05,4,2,3,2,1,100,100,96,76,100,80,88,76,92,90,68,88,96,96,6,70.8,72,68,60,56,64
36,22,75,0.05,3,0,3,2,1,95,77,91,68,95,73,91,86,91,85,91,86,91,91,36,79,86,95,77,86,86
64,16,65,0.05,2,0,2,1,1,94,100,88,81,88,69,88,69,75,83,50,100,100,88,64,80.4,63,63,81,81,72
87,24,100,0.05,3,0,2,1,1,33,54,42,42,46,42,42,58,17,42,25,46,54,67,87,55.8,38,42,46,54,45
107,34,100,0.05,5,0,2,1,1,88,88,94,88,76,68,100,62,68,81,50,76,91,59,107,76.6,94,94,97,94,94.75
126,28,65,0.05,4,2,3,2,1,86,96,100,61,93,75,82,86,86,85,68,93,96,93,126,95.2,89,86,93,93,90.25
160,44,65,0.05,6,0,3,2,1,84,95,89,73,93,58,98,70,80,82,73,84,98,84,160,99.8,91,93,82,89,88.75
186,18,96,0.05,3,0,1,1,1,89,67,67,83,83,72,89,83,56,77,50,89,100,89,186,102.8,94,89,78,83,86
209,20,56,0.05,3,0,2,1,1,90,100,100,85,100,85,95,85,85,92,90,100,100,95,209,118.8,95,95,100,100,97.5
246,23,76,0.05,3,0,2,1,1,96,96,91,78,96,70,87,52,78,83,78,74,96,78,246,114.4,83,74,74,83,78.5
270,28,76,0.05,4,0,1,1,1,86,100,89,79,96,82,89,86,75,87,50,74,81,71,270,109.2,75,61,79,79,73.5
302,23,75,0.05,3,1,1,1,1,87,70,74,83,87,65,87,39,61,72,65,87,96,100,302,130,87,74,83,74,79.5
319,69,65,0.05,10,1,1,1,1,81,67,49,67,80,49,86,77,54,68,57,80,74,80,319,122,78,64,58,78,69.5
340,28,65,0.05,4,0,1,1,1,86,86,86,68,89,71,89,75,79,81,68,89,93,86,340,135.2,89,89,89,86,88.25
363,48,82,0.05,7,0,2,1,1,79,73,79,79,85,50,83,63,67,73,56,83,81,79,363,132.4,75,81,69,75,75
383,15,58,0.05,2,1,1,1,1,93,87,87,67,93,40,80,33,40,69,40,80,93,67,383,132.6,60,73,53,40,56.5
449,61,76,0.05,9,2,3,2,1,98,98,97,66,98,56,98,84,82,86,62,85,95,87,449,155.6,79,84,82,90,83.75
514,28,65,0.05,4,0,1,1,1,89,93,93,89,93,82,93,75,93,89,70,86,82,75,514,165.4,75,86,67,79,76.75
527,22,49,0.05,3,0,1,1,1,100,91,100,86,100,68,95,77,95,90,91,95,100,86,527,179.8,82,86,91,82,85.25
606,42,75,0.05,6,0,1,1,1,83,90,93,79,93,76,88,55,76,81,79,83,81,83,606,186.4,80,79,76,81,79
653,18,65,0.05,3,0,1,1,1,94,94,88,89,100,83,100,44,89,87,83,94,100,83,653,202.6,94,94,94,89,92.75
675,17,100,0.05,2,1,2,1,1,53,82,76,47,76,53,65,35,59,61,59,65,76,65,675,188,76,88,59,59,70.5
17,47,65,0.08,7,0,3,2,2,79,66,49,36,72,64,83,32,30,57,40,68,87,72,17,56.8,68,74,60,66,67
27,33,87,0.08,5,0,3,2,1,79,64,52,73,58,58,61,33,58,59,42,70,82,70,27,58.2,55,73,55,70,63.25
48,54,76,0.08,8,1,3,2,1,98,89,91,80,81,74,89,39,85,81,87,89,89,65,48,75.6,81,96,83,83,85.75
62,15,75,0.08,2,0,2,1,2,93,87,87,67,100,73,93,60,87,83,80,93,100,100,62,87,93,87,80,73,83.25
81,36,65,0.08,5,1,2,1,1,47,61,50,56,53,44,58,47,33,50,36,42,64,58,81,56.2,56,42,39,47,46
101,41,82,0.08,6,0,2,1,1,93,83,95,88,100,78,98,71,78,87,63,88,98,93,101,88.6,83,88,88,88,86.75
121,31,75,0.08,4,0,3,2,1,87,90,87,90,97,77,87,71,94,87,77,87,100,100,121,97,81,97,81,94,88.25
130,22,65,0.08,3,0,3,2,2,95,86,91,77,95,73,95,91,77,87,95,100,100,100,130,105,100,86,95,91,93
142,14,65,0.08,2,0,3,2,1,93,93,93,79,86,86,86,79,93,87,86,100,100,93,142,104.2,93,100,100,93,96.5
167,33,56,0.08,5,1,1,1,2,97,88,91,85,85,67,85,64,82,82,81,97,94,91,167,106,94,91,85,82,88
173,65,57,0.08,9,2,3,2,1,85,80,88,86,89,71,77,42,66,76,75,88,95,92,173,104.6,88,98,89,94,92.25
198,12,52,0.08,2,0,3,2,1,92,100,100,83,100,75,100,58,75,87,100,92,92,92,198,114.8,75,92,92,75,83.5
202,44,76,0.08,6,0,3,2,1,86,95,91,55,98,52,93,70,70,79,55,86,95,95,202,106.6,77,86,70,70,75.75
204,18,57,0.08,3,2,3,2,2,89,100,100,44,100,50,89,83,78,81,50,89,94,100,204,107.4,72,100,78,67,79.25
221,25,99,0.08,4,3,3,2,1,72,80,76,60,92,52,80,64,76,72,72,76,92,44,221,101,76,84,68,76,76
238,20,65,0.08,3,0,3,2,2,100,80,85,85,85,70,90,70,75,82,85,100,100,80,238,120.6,85,70,55,65,68.75
260,49,67,0.08,7,0,2,1,1,96,98,94,69,100,92,96,65,76,87,80,94,96,90,260,124,88,94,86,86,88.5
263,20,58,0.08,3,1,2,1,2,80,70,70,60,75,70,75,65,65,70,65,75,75,75,263,110.6,85,85,75,75,80
282,25,45,0.08,4,1,2,1,1,88,88,84,68,100,79,80,72,80,82,76,88,88,88,282,124.4,84,84,80,92,85
287,38,50,0.08,5,0,3,2,2,95,92,84,87,95,92,92,84,87,90,79,97,95,97,287,131,87,89,100,95,92.75
311,50,75,0.08,7,0,3,2,1,86,72,64,84,90,58,94,76,62,76,60,88,76,88,311,124.6,70,68,52,66,64
316,47,65,0.08,7,0,1,1,2,81,74,47,68,91,46,96,62,47,68,57,79,64,85,316,120.2,79,57,53,72,65.25
332,29,67,0.08,4,2,2,1,1,100,97,97,76,97,79,97,55,69,85,69,76,86,68,332,126.2,83,86,69,72,77.5
342,20,45,0.08,3,0,2,1,2,95,95,95,80,100,75,100,60,85,87,55,85,95,95,342,134.4,95,100,85,90,92.5
369,31,56,0.08,4,1,1,1,2,94,94,87,74,90,65,90,45,90,81,61,94,94,94,369,142.4,74,94,84,77,82.25
375,35,87,0.08,5,0,1,1,1,86,74,77,77,80,74,86,54,60,74,60,94,94,76,375,139.8,71,89,97,86,85.75
393,11,66,0.08,2,0,1,1,2,100,100,100,82,100,55,100,73,82,88,82,100,100,100,393,155,91,73,100,82,86.5
400,27,75,0.08,4,0,1,1,1,96,93,93,78,100,74,93,81,74,87,67,89,93,85,400,146.8,78,74,85,81,79.5
420,52,45,0.08,7,2,2,1,2,98,92,90,77,92,67,92,79,79,85,56,87,88,75,420,145.2,73,79,69,79,75
429,40,25,0.08,6,0,1,1,2,100,100,100,80,98,83,100,93,98,94,73,95,98,90,429,157,88,93,93,98,93
446,55,57,0.08,8,2,3,2,2,93,96,95,76,98,67,98,75,84,87,64,87,91,78,446,153.2,69,80,71,69,72.25
458,54,49,0.08,8,0,1,1,1,91,98,98,85,96,85,100,80,93,92,81,96,96,89,458,164,94,98,93,93,94.5
470,13,33,0.08,2,0,1,1,2,100,100,100,100,100,92,100,85,100,97,100,100,100,100,470,174,100,100,100,100,100
490,11,25,0.08,2,0,1,1,2,91,100,100,91,100,91,100,73,91,93,82,100,100,100,490,174.4,100,100,100,100,100
536,18,48,0.08,3,0,1,1,2,94,94,94,89,100,78,100,78,78,90,78,89,89,78,536,174,100,100,88,94,95.5
542,29,82,0.08,4,2,2,1,1,79,93,90,83,100,83,93,66,79,85,83,93,97,83,542,179.6,83,93,90,86,88
562,25,1,0.08,4,0,3,2,2,84,80,68,72,84,60,84,72,68,75,76,68,80,84,562,174,84,80,80,76,80
563,22,65,0.08,3,0,3,2,1,82,91,91,77,86,77,100,59,82,83,55,82,86,91,563,175.4,86,82,77,82,81.75
618,17,66,0.08,2,2,3,2,1,100,94,88,94,94,94,76,76,82,89,82,88,82,88,618,191.6,71,71,65,76,70.75
623,16,12,0.08,2,1,2,1,2,88,88,75,69,100,63,94,75,69,80,75,94,94,88,623,194.8,69,81,69,75,73.5
631,30,100,0.08,4,0,2,1,1,73,60,40,73,80,47,97,60,57,65,67,67,67,77,631,181.8,87,87,70,80,81
651,44,35,0.08,6,0,2,1,2,91,93,89,80,86,73,86,64,86,83,82,95,89,82,651,199.8,82,89,93,77,85.25
667,23,82,0.08,3,0,3,2,1,78,87,83,74,87,61,83,61,78,77,70,91,78,91,667,199.4,87,91,78,70,81.5
689,35,100,0.08,5,NA,3,2,1,77,77,74,63,83,60,69,51,69,69,66,77,69,86,689,197.4,79,91,83,80,83.25
691,15,32,0.08,2,0,3,2,2,80,93,100,80,100,87,93,93,93,91,87,93,93,100,691,212.8,87,100,87,87,90.25
716,35,65,0.08,5,1,1,1,1,94,97,97,83,91,71,97,66,91,88,71,91,89,89,716,211.2,69,83,80,80,78
719,26,25,0.08,4,0,3,2,2,77,88,81,85,92,77,88,77,73,82,62,92,92,81,719,209.2,81,77,77,81,79
730,14,65,0.08,2,0,3,2,2,93,86,93,100,100,79,100,64,79,88,64,86,79,86,730,209,64,64,57,64,62.25
750,52,65,0.08,7,0,3,2,1,83,90,94,85,90,71,90,60,87,83,77,79,85,90,750,216.2,77,88,77,79,80.25
758,69,35,0.08,10,0,3,2,2,90,94,94,87,96,83,97,75,88,89,81,90,84,88,758,220.2,90,91,91,88,90
771,13,67,0.08,2,0,3,2,1,92,85,85,85,92,92,85,69,77,85,85,92,92,85,771,225,85,85,77,85,83
778,15,45,0.08,2,2,3,2,2,87,87,87,93,93,87,100,80,80,88,67,87,93,93,778,223.6,60,100,67,47,68.5
807,13,100,0.08,2,0,2,1,1,46,77,69,69,85,69,77,38,69,67,62,69,77,77,807,218.4,85,85,85,77,83
821,26,65,0.08,4,1,2,1,2,96,85,88,73,92,54,96,77,73,82,58,85,96,88,821,229.6,92,92,92,73,87.25
834,11,100,0.08,2,0,2,1,1,55,82,91,91,91,64,91,64,82,79,36,45,91,82,834,217.6,64,64,36,27,47.75
844,25,75,0.08,4,0,3,2,2,92,88,88,75,84,54,92,64,76,79,76,88,84,72,844,232.8,80,80,68,80,77
868,26,96,0.08,4,2,3,2,1,81,69,42,73,92,54,92,65,50,69,77,85,85,100,868,243,92,69,73,73,76.75
889,12,45,0.08,2,0,1,1,2,83,92,100,92,100,83,100,50,92,88,83,83,92,92,889,247.8,100,100,92,92,96
893,52,65,0.08,7,0,2,1,1,87,92,87,87,94,81,90,50,75,82,60,83,87,65,893,237.6,65,63,58,63,62.25
920,39,64,0.08,6,0,2,1,1,92,92,90,74,92,59,90,55,72,80,68,92,95,90,920,253,67,85,72,67,72.75
930,24,67,0.08,3,0,1,1,2,88,79,96,100,92,83,96,63,88,87,83,92,92,79,930,255.2,92,92,92,96,93
21,55,65,0.09,8,0,1,1,2,96,91,95,84,96,87,91,78,87,89,71,87,82,82,21,68.6,85,80,91,87,85.75
67,29,55,0.09,4,0,1,1,2,100,100,97,97,100,100,97,83,100,97,86,97,100,97,67,89.4,90,100,86,90,91.5
78,17,32,0.09,2,1,1,1,2,100,94,100,100,94,76,88,65,100,91,100,100,88,82,78,89.6,88,100,94,88,92.5
136,19,58,0.09,3,2,2,1,2,58,53,56,32,74,21,53,53,16,46,32,53,79,53,136,70.6,63,68,58,53,60.5
174,29,66,0.09,4,1,1,1,2,97,93,93,93,90,86,93,79,86,90,90,97,97,97,174,111,93,76,62,79,77.5
208,19,64,0.09,3,2,3,2,2,68,79,89,63,95,63,95,74,74,78,53,84,89,89,208,104.6,79,89,79,74,80.25
241,20,2,0.09,3,1,1,1,2,100,75,70,80,85,75,75,55,60,75,60,85,95,80,241,112.2,80,85,80,85,82.5
290,37,24,0.09,5,2,1,1,2,95,95,95,78,97,81,92,89,86,90,73,86,92,78,290,123.8,84,95,86,81,86.5
346,16,35,0.09,2,0,1,1,2,81,100,94,94,100,69,100,69,87,88,88,100,100,88,346,144.4,88,94,69,81,83
396,54,50,0.09,8,0,1,1,2,98,100,98,81,98,76,98,74,94,91,72,98,98,91,396,151,85,94,91,89,89.75
433,56,24,0.09,8,0,2,1,2,96,96,96,82,96,79,95,84,88,90,80,96,96,84,433,157.8,93,93,89,95,92.5
473,38,26,0.09,5,1,3,2,2,97,100,100,89,100,76,100,79,95,93,92,95,100,97,473,171.4,95,95,97,100,96.75
493,50,2,0.09,7,7,3,2,2,82,88,90,50,92,50,90,56,76,75,72,86,88,94,493,166.6,94,92,90,92,92
539,22,24,0.09,3,2,3,2,2,95,100,100,95,100,100,86,64,100,93,82,100,100,95,539,183.2,86,95,91,91,90.75
580,46,42,0.09,7,0,2,1,2,85,83,80,61,89,59,85,80,89,79,61,62,67,80,580,170,80,89,54,76,74.75
630,19,25,0.09,3,0,2,1,2,100,100,95,89,89,84,100,89,89,93,89,100,95,95,630,201.8,95,95,95,100,96.25
